message_id,algorithm,gossip_mode,adaptive,gossip_k,loss_prob,broken_prob,initiated_at,first_received,completion_time,total_nodes,coverage_50pct,coverage_90pct,coverage_100pct,packet_loss_count,node_failures
msg_1750367430_unicast,unicast,,False,0,0.1,0.1,2025-06-20T00:08:36.913883,2025-06-20T00:08:38.107955,113.76777338827594,100,24.72763674163789,62.45563676448106,113.76777338827594,980,10
