message_id,algorithm,gossip_mode,adaptive,gossip_k,loss_prob,broken_prob,initiated_at,first_received,completion_time,total_nodes,coverage_50pct,coverage_90pct,coverage_100pct,packet_loss_count,node_failures
msg_1750367430_gossip,gossip,push,True,3,0.05,0.05,2025-06-20T00:10:17.942148,2025-06-20T00:10:19.898228,12.841461019542246,100,4.928837866630575,8.076827291762681,12.841461019542246,75,5
