message_id,algorithm,gossip_mode,adaptive,gossip_k,loss_prob,broken_prob,initiated_at,first_received,completion_time,total_nodes,coverage_50pct,coverage_90pct,coverage_100pct,packet_loss_count,node_failures
msg_1750367430_gossip,gossip,push-pull,False,5,0.0,0.0,2025-06-20T00:10:23.415499,2025-06-20T00:10:25.274639,7.302892087374795,100,1.892885190205598,4.914596889443885,7.302892087374795,0,0
