message_id,algorithm,gossip_mode,adaptive,gossip_k,loss_prob,broken_prob,initiated_at,first_received,completion_time,total_nodes,coverage_50pct,coverage_90pct,coverage_100pct,packet_loss_count,node_failures
msg_1750367430_gossip,gossip,push,True,3,0.0,0.05,2025-06-20T00:10:20.458830,2025-06-20T00:10:22.338967,10.26208911337283,100,2.1668071004729352,6.095859633429899,10.26208911337283,0,5
