message_id,algorithm,gossip_mode,adaptive,gossip_k,loss_prob,broken_prob,initiated_at,first_received,completion_time,total_nodes,coverage_50pct,coverage_90pct,coverage_100pct,packet_loss_count,node_failures
msg_1750367430_gossip,gossip,pull,False,3,0.1,0.1,2025-06-20T00:10:12.646957,2025-06-20T00:10:13.532971,18.18047480972281,100,5.31097387838035,9.496199951728773,18.18047480972281,150,10
