message_id,algorithm,gossip_mode,adaptive,gossip_k,loss_prob,broken_prob,initiated_at,first_received,completion_time,total_nodes,coverage_50pct,coverage_90pct,coverage_100pct,packet_loss_count,node_failures
msg_1750367430_gossip,gossip,pull,False,7,0.05,0.0,2025-06-20T00:10:21.619232,2025-06-20T00:10:23.158783,9.160737384946287,100,2.231680810389509,5.078230063175883,9.160737384946287,75,0
