message_id,algorithm,gossip_mode,adaptive,gossip_k,loss_prob,broken_prob,initiated_at,first_received,completion_time,total_nodes,coverage_50pct,coverage_90pct,coverage_100pct,packet_loss_count,node_failures
msg_1750367430_gossip,gossip,push,False,7,0.1,0.05,2025-06-20T00:10:20.001313,2025-06-20T00:10:21.879918,10.815066072152714,100,2.630731603502485,5.6177963239647255,10.815066072152714,150,5
