message_id,algorithm,gossip_mode,adaptive,gossip_k,loss_prob,broken_prob,initiated_at,first_received,completion_time,total_nodes,coverage_50pct,coverage_90pct,coverage_100pct,packet_loss_count,node_failures
msg_1750367430_gossip,gossip,pull,False,7,0.0,0.1,2025-06-20T00:10:17.469351,2025-06-20T00:10:18.866145,13.26834953458973,100,2.8144564866257205,8.39350772060966,13.26834953458973,0,10
